id,deeplink_href,thumbnail_img_src,title,has_motiv,has_glitzer,geschlecht,shop,colors_palette_id,is_primary,R,G,B,H,S,V,HEX,name_de,name_en,parent_name_de_2, R_palette, G_palette, B_palette, H_palette, S_palette, V_palette, weight_parent_color
3005,https://www.otto.de/p/lego-wear-t-shirt-tallys-308-tiger-druck-728334508/#variationId=728334509,https://i.otto.de/i/otto/27825669?$001PICT36$,"""LEGO?? Wear T-Shirt ??TALLYS 308?? """"Tiger"""" Druck""",1,0,f,otto,8,0,32,34,44,230,27,17,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
3005,https://www.otto.de/p/lego-wear-t-shirt-tallys-308-tiger-druck-728334508/#variationId=728334509,https://i.otto.de/i/otto/27825669?$001PICT36$,"""LEGO?? Wear T-Shirt ??TALLYS 308?? """"Tiger"""" Druck""",1,0,f,otto,35,1,84,93,122,226,31,48,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.5
3006,https://www.otto.de/p/steiff-t-shirt-686011121/#variationId=686011122,https://i.otto.de/i/otto/25245647?$001PICT36$,Steiff T-Shirt,1,0,m,otto,26,0,191,175,167,20,13,75,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.25
3006,https://www.otto.de/p/steiff-t-shirt-686011121/#variationId=686011122,https://i.otto.de/i/otto/25245647?$001PICT36$,Steiff T-Shirt,1,0,m,otto,8,0,33,22,22,0,33,13,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
3006,https://www.otto.de/p/steiff-t-shirt-686011121/#variationId=686011122,https://i.otto.de/i/otto/25245647?$001PICT36$,Steiff T-Shirt,1,0,m,otto,76,1,151,164,183,216,17,72,#b0c4de,helles Stahlblau,lightsteelblue,blau,176,196,222,214,21,87,0.25
3006,https://www.otto.de/p/steiff-t-shirt-686011121/#variationId=686011122,https://i.otto.de/i/otto/25245647?$001PICT36$,Steiff T-Shirt,1,0,m,otto,113,1,180,212,212,180,15,83,#b0e0e6,Taubenblau,powderblue,tuerkis,176,224,230,187,23,90,0.25
3007,https://www.otto.de/p/tom-tailor-sweater-gestreiftes-langarmshirt-711938642/#variationId=711938643,https://i.otto.de/i/otto/27282774?$001PICT36$,TOM TAILOR Sweater ??Gestreiftes Langarmshirt??,0,0,m,otto,47,1,219,216,215,15,2,86,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,1
3008,https://www.otto.de/p/tom-tailor-langarmshirt-gestreiftes-langarmshirt-669878732/#variationId=669878734,https://i.otto.de/i/otto/26790782?$001PICT36$,TOM TAILOR Langarmshirt ??gestreiftes Langarmshirt??,0,0,m,otto,8,1,41,39,42,280,7,16,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,1
3009,https://www.otto.de/p/lego-wear-t-shirt-tanya-405-friends-motiv-als-front-print-687024135/#variationId=687024138,https://i.otto.de/i/otto/26009114?$001PICT36$,LEGO?? Wear T-Shirt ??TANYA 405?? Friends Motiv als Front-Print,1,0,f,otto,8,0,67,51,52,356,24,26,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
3009,https://www.otto.de/p/lego-wear-t-shirt-tanya-405-friends-motiv-als-front-print-687024135/#variationId=687024138,https://i.otto.de/i/otto/26009114?$001PICT36$,LEGO?? Wear T-Shirt ??TANYA 405?? Friends Motiv als Front-Print,1,0,f,otto,41,0,127,110,107,9,16,50,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.25
3009,https://www.otto.de/p/lego-wear-t-shirt-tanya-405-friends-motiv-als-front-print-687024135/#variationId=687024138,https://i.otto.de/i/otto/26009114?$001PICT36$,LEGO?? Wear T-Shirt ??TANYA 405?? Friends Motiv als Front-Print,1,0,f,otto,75,1,129,135,163,229,21,64,#778899,helles Schiefergrau,lightslategrey,grau,119,136,153,210,22,60,0.5
3010,https://www.otto.de/p/next-kurzarm-t-shirt-mit-einhornmotiv-aus-pailletten-687624110/#variationId=687624123,https://i.otto.de/i/otto/26067238?$001PICT36$,Next Kurzarm-T-Shirt mit Einhornmotiv aus Pailletten,1,1,f,otto,116,0,208,132,140,354,37,82,#bc8f8f,rosiges Braun,rosybrown,rosa,188,143,143,0,24,74,0.25
3010,https://www.otto.de/p/next-kurzarm-t-shirt-mit-einhornmotiv-aus-pailletten-687624110/#variationId=687624123,https://i.otto.de/i/otto/26067238?$001PICT36$,Next Kurzarm-T-Shirt mit Einhornmotiv aus Pailletten,1,1,f,otto,124,0,180,188,180,120,4,74,#c0c0c0,Silber,silver,grau,192,192,192,0,0,75,0.25
3010,https://www.otto.de/p/next-kurzarm-t-shirt-mit-einhornmotiv-aus-pailletten-687624110/#variationId=687624123,https://i.otto.de/i/otto/26067238?$001PICT36$,Next Kurzarm-T-Shirt mit Einhornmotiv aus Pailletten,1,1,f,otto,66,1,248,159,158,1,36,97,#f08080,helles Korallenrot,lightcoral,rosa,240,128,128,0,47,94,0.5
3011,https://www.otto.de/p/steiff-langarmshirt-sonnenschutz-685785666/#variationId=685785669,https://i.otto.de/i/otto/25195668?$001PICT36$,Steiff Langarmshirt Sonnenschutz,1,0,m,otto,131,0,185,165,130,38,30,73,#d2b48c,hautfarben,tan,braun,210,180,140,34,33,82,0.25
3011,https://www.otto.de/p/steiff-langarmshirt-sonnenschutz-685785666/#variationId=685785669,https://i.otto.de/i/otto/25195668?$001PICT36$,Steiff Langarmshirt Sonnenschutz,1,0,m,otto,118,0,74,54,27,34,64,29,#8b4513,Sattelbraun,saddlebrown,braun,139,69,19,25,86,55,0.25
3011,https://www.otto.de/p/steiff-langarmshirt-sonnenschutz-685785666/#variationId=685785669,https://i.otto.de/i/otto/25195668?$001PICT36$,Steiff Langarmshirt Sonnenschutz,1,0,m,otto,47,1,227,227,230,240,1,90,#dcdcdc,Gainsboro,gainsboro,grau,220,220,220,0,0,86,0.25
3011,https://www.otto.de/p/steiff-langarmshirt-sonnenschutz-685785666/#variationId=685785669,https://i.otto.de/i/otto/25195668?$001PICT36$,Steiff Langarmshirt Sonnenschutz,1,0,m,otto,36,1,58,59,72,236,19,28,#2f4f4f,dunkles Schiefergrau,darkslategrey,grau,47,79,79,180,41,31,0.25
3012,https://www.otto.de/p/hangowear-trachtenshirt-kinder-mit-motiv-aus-strasssteinen-669107463/#variationId=669116956,https://i.otto.de/i/otto/26105051?$001PICT36$,Hangowear Trachtenshirt Kinder mit Motiv aus Strasssteinen,1,0,f,otto,128,0,241,236,236,0,2,95,#fffafa,Schneeweiss,snow,weiss,255,250,250,0,2,100,0.5
3012,https://www.otto.de/p/hangowear-trachtenshirt-kinder-mit-motiv-aus-strasssteinen-669107463/#variationId=669116956,https://i.otto.de/i/otto/26105051?$001PICT36$,Hangowear Trachtenshirt Kinder mit Motiv aus Strasssteinen,1,0,f,otto,116,1,208,161,164,356,23,82,#bc8f8f,rosiges Braun,rosybrown,rosa,188,143,143,0,24,74,0.5
3013,https://www.otto.de/p/steiff-t-shirt-weich-bequem-blockringel-665306989/#variationId=665306991,https://i.otto.de/i/otto/23283898?$001PICT36$,Steiff T-Shirt weich bequem Blockringel,1,0,m,otto,26,0,188,176,162,32,14,74,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.5
3013,https://www.otto.de/p/steiff-t-shirt-weich-bequem-blockringel-665306989/#variationId=665306991,https://i.otto.de/i/otto/23283898?$001PICT36$,Steiff T-Shirt weich bequem Blockringel,1,0,m,otto,8,1,18,18,26,240,31,10,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
3013,https://www.otto.de/p/steiff-t-shirt-weich-bequem-blockringel-665306989/#variationId=665306991,https://i.otto.de/i/otto/23283898?$001PICT36$,Steiff T-Shirt weich bequem Blockringel,1,0,m,otto,69,1,210,209,212,260,1,83,#d3d3d3,Hellgrau,lightgray,grau,211,211,211,0,0,83,0.25
3014,https://www.otto.de/p/name-it-print-t-shirt-720206266/#variationId=720206267,https://i.otto.de/i/otto/27556280?$001PICT36$,name it Print T-Shirt,0,0,m,otto,139,0,234,235,236,210,1,93,#f5f5f5,rauchfarben,whitesmoke,grau,245,245,245,0,0,96,0.5
3014,https://www.otto.de/p/name-it-print-t-shirt-720206266/#variationId=720206267,https://i.otto.de/i/otto/27556280?$001PICT36$,name it Print T-Shirt,0,0,m,otto,35,1,49,54,73,228,33,29,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.5
3015,https://www.otto.de/p/name-it-nitissias-oberteil-mit-kurzen-aermeln-668110686/#variationId=668110690,https://i.otto.de/i/otto/23679370?$001PICT36$,name it nitissias Oberteil mit kurzen Ärmeln,1,0,m,otto,48,1,236,235,245,246,4,96,#f8f8ff,Geisterweiss,ghostwhite,weiss,248,248,255,240,3,100,1
3016,https://www.otto.de/p/noppies-langarmshirt-eastwood-587263631/#variationId=587263632,https://i.otto.de/i/otto/20753763?$001PICT36$,NOPPIES Langarmshirt ??Eastwood??,0,0,m,otto,57,0,204,76,92,353,63,80,#cd5c5c,Indischrot,indianred,rot,205,92,92,0,55,80,0.5
3016,https://www.otto.de/p/noppies-langarmshirt-eastwood-587263631/#variationId=587263632,https://i.otto.de/i/otto/20753763?$001PICT36$,NOPPIES Langarmshirt ??Eastwood??,0,0,m,otto,8,1,49,48,52,255,8,20,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
3017,https://www.otto.de/p/name-it-print-t-shirt-687767868/#variationId=687767872,https://i.otto.de/i/otto/25421172?$001PICT36$,name it Print T-Shirt,1,0,m,otto,76,0,153,174,202,214,24,79,#b0c4de,helles Stahlblau,lightsteelblue,blau,176,196,222,214,21,87,0.25
3017,https://www.otto.de/p/name-it-print-t-shirt-687767868/#variationId=687767872,https://i.otto.de/i/otto/25421172?$001PICT36$,name it Print T-Shirt,1,0,m,otto,33,0,231,159,151,6,35,91,#e9967a,dunkle Lachsfarbe,darksalmon,rosa,233,150,122,15,48,91,0.25
3017,https://www.otto.de/p/name-it-print-t-shirt-687767868/#variationId=687767872,https://i.otto.de/i/otto/25421172?$001PICT36$,name it Print T-Shirt,1,0,m,otto,122,1,244,236,234,12,4,96,#fff5ee,Muschel,seashell,beige,255,245,238,25,7,100,0.5
3018,https://www.otto.de/p/logoshirt-t-shirt-mit-das-tier-frontdruck-t-shirt-muppet-show-animal-679137604/#variationId=679137608,https://i.otto.de/i/otto/24654544?$001PICT36$,LOGOSHIRT T-Shirt mit Das Tier-Frontdruck ??T-Shirt Muppet Show - Animal??,1,0,m,otto,50,0,224,183,18,48,92,88,#daa520,Goldrute,goldenrod,gelb,218,165,32,43,85,85,0.25
3018,https://www.otto.de/p/logoshirt-t-shirt-mit-das-tier-frontdruck-t-shirt-muppet-show-animal-679137604/#variationId=679137608,https://i.otto.de/i/otto/24654544?$001PICT36$,LOGOSHIRT T-Shirt mit Das Tier-Frontdruck ??T-Shirt Muppet Show - Animal??,1,0,m,otto,8,0,35,26,25,6,29,14,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
3018,https://www.otto.de/p/logoshirt-t-shirt-mit-das-tier-frontdruck-t-shirt-muppet-show-animal-679137604/#variationId=679137608,https://i.otto.de/i/otto/24654544?$001PICT36$,LOGOSHIRT T-Shirt mit Das Tier-Frontdruck ??T-Shirt Muppet Show - Animal??,1,0,m,otto,43,1,216,4,24,354,98,85,#b22222,Backstein,firebrick,rot,178,34,34,0,81,70,0.5
3019,https://www.otto.de/p/lego-wear-t-shirt-m-72639-motiv-mit-3-ninjas-736667751/#variationId=736667759,https://i.otto.de/i/otto/28526050?$001PICT36$,"""LEGO?? Wear T-Shirt ??M-72639?? """"Motiv mit 3 Ninjas""""""",1,0,m,otto,57,0,200,80,73,3,64,78,#cd5c5c,Indischrot,indianred,rot,205,92,92,0,55,80,0.25
3019,https://www.otto.de/p/lego-wear-t-shirt-m-72639-motiv-mit-3-ninjas-736667751/#variationId=736667759,https://i.otto.de/i/otto/28526050?$001PICT36$,"""LEGO?? Wear T-Shirt ??M-72639?? """"Motiv mit 3 Ninjas""""""",1,0,m,otto,130,0,17,111,185,206,91,73,#4682b4,Stahlblau,steelblue,blau,70,130,180,207,61,71,0.25
3019,https://www.otto.de/p/lego-wear-t-shirt-m-72639-motiv-mit-3-ninjas-736667751/#variationId=736667759,https://i.otto.de/i/otto/28526050?$001PICT36$,"""LEGO?? Wear T-Shirt ??M-72639?? """"Motiv mit 3 Ninjas""""""",1,0,m,otto,45,1,8,161,62,141,95,63,#228b22,Waldgruen,forestgreen,gruen,34,139,34,120,76,55,0.5
3020,https://www.otto.de/p/noppies-sweater-kihei-656636563/#variationId=656636565,https://i.otto.de/i/otto/22168127?$001PICT36$,NOPPIES Sweater ??Kihei??,1,0,f,otto,139,0,238,236,239,280,1,94,#f5f5f5,rauchfarben,whitesmoke,grau,245,245,245,0,0,96,0.25
3020,https://www.otto.de/p/noppies-sweater-kihei-656636563/#variationId=656636565,https://i.otto.de/i/otto/22168127?$001PICT36$,NOPPIES Sweater ??Kihei??,1,0,f,otto,26,0,164,148,148,0,10,64,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.25
3020,https://www.otto.de/p/noppies-sweater-kihei-656636563/#variationId=656636565,https://i.otto.de/i/otto/22168127?$001PICT36$,NOPPIES Sweater ??Kihei??,1,0,f,otto,133,1,227,193,200,348,15,89,#d8bfd8,Distel,thistle,lila,216,191,216,300,12,85,0.5
3021,https://www.otto.de/p/name-it-grafik-oberteil-mit-langen-aermeln-681200894/#variationId=681200895,https://i.otto.de/i/otto/24766975?$001PICT36$,name it Grafik- Oberteil mit langen Ärmeln,0,0,m,otto,8,0,60,55,53,17,12,24,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
3021,https://www.otto.de/p/name-it-grafik-oberteil-mit-langen-aermeln-681200894/#variationId=681200895,https://i.otto.de/i/otto/24766975?$001PICT36$,name it Grafik- Oberteil mit langen Ärmeln,0,0,m,otto,139,1,238,238,233,60,2,93,#f5f5f5,rauchfarben,whitesmoke,grau,245,245,245,0,0,96,0.5
3022,https://www.otto.de/p/quiksilver-longsleeve-under-water-719809818/#variationId=719809822,https://i.otto.de/i/otto/27526515?$001PICT36$,Quiksilver Longsleeve ??Under Water??,1,0,m,otto,26,0,172,172,180,240,4,71,#a9a9a9,Dunkelgrau,darkgrey,grau,169,169,169,0,0,66,0.5
3022,https://www.otto.de/p/quiksilver-longsleeve-under-water-719809818/#variationId=719809822,https://i.otto.de/i/otto/27526515?$001PICT36$,Quiksilver Longsleeve ??Under Water??,1,0,m,otto,36,1,69,102,112,194,38,44,#2f4f4f,dunkles Schiefergrau,darkslategrey,grau,47,79,79,180,41,31,0.5
3023,https://www.otto.de/p/lego-wear-t-shirt-tanya-603-mesh-einsaetzen-736668177/#variationId=736668178,https://i.otto.de/i/otto/28526022?$001PICT36$,"""LEGO?? Wear T-Shirt ??TANYA 603?? """"Mesh Eins??tzen""""""",1,0,f,otto,130,0,102,145,182,208,44,71,#4682b4,Stahlblau,steelblue,blau,70,130,180,207,61,71,0.25
3023,https://www.otto.de/p/lego-wear-t-shirt-tanya-603-mesh-einsaetzen-736668177/#variationId=736668178,https://i.otto.de/i/otto/28526022?$001PICT36$,"""LEGO?? Wear T-Shirt ??TANYA 603?? """"Mesh Eins??tzen""""""",1,0,f,otto,57,0,228,96,116,351,58,89,#cd5c5c,Indischrot,indianred,rot,205,92,92,0,55,80,0.25
3023,https://www.otto.de/p/lego-wear-t-shirt-tanya-603-mesh-einsaetzen-736668177/#variationId=736668178,https://i.otto.de/i/otto/28526022?$001PICT36$,"""LEGO?? Wear T-Shirt ??TANYA 603?? """"Mesh Eins??tzen""""""",1,0,f,otto,92,1,42,46,71,232,41,28,#191970,Mitternachtsblau,midnightblue,blau,25,25,112,240,78,44,0.5
3024,https://www.otto.de/p/nop-t-shirt-kahului-689033251/#variationId=689033254,https://i.otto.de/i/otto/25621802?$001PICT36$,NOP T-shirt ??Kahului??,1,0,m,otto,12,0,95,60,59,2,38,37,#a52a2a,Braun,brown,rot,165,42,42,0,75,65,0.5
3024,https://www.otto.de/p/nop-t-shirt-kahului-689033251/#variationId=689033254,https://i.otto.de/i/otto/25621802?$001PICT36$,NOP T-shirt ??Kahului??,1,0,m,otto,71,1,242,174,170,3,30,95,#ffb6c1,Hellrosa,lightpink,rosa,255,182,193,351,29,100,0.5
3025,https://www.otto.de/p/logoshirt-t-shirt-mit-the-flash-logo-679137766/#variationId=679137767,https://i.otto.de/i/otto/24654555?$001PICT36$,LOGOSHIRT T-Shirt mit The Flash-Logo,1,0,m,otto,139,0,247,245,243,30,2,97,#f5f5f5,rauchfarben,whitesmoke,grau,245,245,245,0,0,96,0.25
3025,https://www.otto.de/p/logoshirt-t-shirt-mit-the-flash-logo-679137766/#variationId=679137767,https://i.otto.de/i/otto/24654555?$001PICT36$,LOGOSHIRT T-Shirt mit The Flash-Logo,1,0,m,otto,140,0,244,238,14,58,94,96,#ffff00,Gelb,yellow,gelb,255,255,0,60,100,100,0.25
3025,https://www.otto.de/p/logoshirt-t-shirt-mit-the-flash-logo-679137766/#variationId=679137767,https://i.otto.de/i/otto/24654555?$001PICT36$,LOGOSHIRT T-Shirt mit The Flash-Logo,1,0,m,otto,43,1,218,4,24,354,98,85,#b22222,Backstein,firebrick,rot,178,34,34,0,81,70,0.5
3026,https://www.otto.de/p/steiff-langarmshirt-641396160/#variationId=643833023,https://i.otto.de/i/otto/21408173?$001PICT36$,Steiff Langarmshirt,1,0,m,otto,92,0,52,44,92,250,52,36,#191970,Mitternachtsblau,midnightblue,blau,25,25,112,240,78,44,0.25
3026,https://www.otto.de/p/steiff-langarmshirt-641396160/#variationId=643833023,https://i.otto.de/i/otto/21408173?$001PICT36$,Steiff Langarmshirt,1,0,m,otto,2,0,231,219,197,39,15,91,#faebd7,Antikweiss,antiquewhite,beige,250,235,215,34,14,98,0.25
3026,https://www.otto.de/p/steiff-langarmshirt-641396160/#variationId=643833023,https://i.otto.de/i/otto/21408173?$001PICT36$,Steiff Langarmshirt,1,0,m,otto,35,1,62,79,122,223,49,48,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.5
3027,https://www.otto.de/p/name-it-nitjoxy-oberteil-mit-kurzen-aermeln-678234992/#variationId=679850889,https://i.otto.de/i/otto/24694519?$001PICT36$,name it nitjoxy Oberteil mit kurzen Ärmeln,1,0,f,otto,130,0,96,128,188,219,49,74,#4682b4,Stahlblau,steelblue,blau,70,130,180,207,61,71,0.25
3027,https://www.otto.de/p/name-it-nitjoxy-oberteil-mit-kurzen-aermeln-678234992/#variationId=679850889,https://i.otto.de/i/otto/24694519?$001PICT36$,name it nitjoxy Oberteil mit kurzen Ärmeln,1,0,f,otto,8,0,25,30,40,220,38,16,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
3027,https://www.otto.de/p/name-it-nitjoxy-oberteil-mit-kurzen-aermeln-678234992/#variationId=679850889,https://i.otto.de/i/otto/24694519?$001PICT36$,name it nitjoxy Oberteil mit kurzen Ärmeln,1,0,f,otto,48,1,234,232,238,260,3,93,#f8f8ff,Geisterweiss,ghostwhite,weiss,248,248,255,240,3,100,0.5
3028,https://www.otto.de/p/noppies-langarmshirt-kanzaki-656936031/#variationId=656936036,https://i.otto.de/i/otto/22167248?$001PICT36$,NOPPIES Langarmshirt ??Kanzaki??,1,1,f,otto,107,0,192,123,143,343,36,75,#db7093,blasses Violettrot,palevioletred,rosa,219,112,147,340,49,86,0.25
3028,https://www.otto.de/p/noppies-langarmshirt-kanzaki-656936031/#variationId=656936036,https://i.otto.de/i/otto/22167248?$001PICT36$,NOPPIES Langarmshirt ??Kanzaki??,1,1,f,otto,113,0,148,204,204,180,27,80,#b0e0e6,Taubenblau,powderblue,tuerkis,176,224,230,187,23,90,0.25
3028,https://www.otto.de/p/noppies-langarmshirt-kanzaki-656936031/#variationId=656936036,https://i.otto.de/i/otto/22167248?$001PICT36$,NOPPIES Langarmshirt ??Kanzaki??,1,1,f,otto,117,1,62,107,170,215,64,67,#4169e1,Koenigsblau,royalblue,blau,65,105,225,225,71,88,0.5
3029,https://www.otto.de/p/tom-tailor-t-shirt-t-shirt-mit-underlayer-und-print-693476911/#variationId=693476912,https://i.otto.de/i/otto/26803315?$001PICT36$,TOM TAILOR T-Shirt ??T-Shirt mit Underlayer und Print??,1,0,m,otto,123,0,122,89,72,20,41,48,#a0522d,Siennaerde,sienna,braun,160,82,45,19,72,63,0.25
3029,https://www.otto.de/p/tom-tailor-t-shirt-t-shirt-mit-underlayer-und-print-693476911/#variationId=693476912,https://i.otto.de/i/otto/26803315?$001PICT36$,TOM TAILOR T-Shirt ??T-Shirt mit Underlayer und Print??,1,0,m,otto,109,0,225,182,162,19,28,88,#ffdab9,Pfirsich,peachpuff,beige,255,218,185,28,27,100,0.25
3029,https://www.otto.de/p/tom-tailor-t-shirt-t-shirt-mit-underlayer-und-print-693476911/#variationId=693476912,https://i.otto.de/i/otto/26803315?$001PICT36$,TOM TAILOR T-Shirt ??T-Shirt mit Underlayer und Print??,1,0,m,otto,134,1,237,99,76,9,68,93,#ff6347,Tomate,tomato,rot,255,99,71,9,72,100,0.5
3030,https://www.otto.de/p/next-vorn-geschnuertes-top-mit-raumschiff-print-687638401/#variationId=687638403,https://i.otto.de/i/otto/26069500?$001PICT36$,Next Vorn geschn??rtes Top mit Raumschiff-Print,1,0,f,otto,41,0,86,81,81,0,6,34,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.5
3030,https://www.otto.de/p/next-vorn-geschnuertes-top-mit-raumschiff-print-687638401/#variationId=687638403,https://i.otto.de/i/otto/26069500?$001PICT36$,Next Vorn geschn??rtes Top mit Raumschiff-Print,1,0,f,otto,127,1,108,116,124,210,13,49,#708090,Schiefergrau,slategrey,grau,112,128,144,210,22,56,0.5
3031,https://www.otto.de/p/lego-wear-t-shirt-m-72639-motiv-mit-3-ninjas-736667751/#variationId=736667759,https://i.otto.de/i/otto/28526053?$001PICT36$,"""LEGO?? Wear T-Shirt ??M-72639?? """"Motiv mit 3 Ninjas""""""",1,0,m,otto,57,0,209,79,84,358,62,82,#cd5c5c,Indischrot,indianred,rot,205,92,92,0,55,80,0.25
3031,https://www.otto.de/p/lego-wear-t-shirt-m-72639-motiv-mit-3-ninjas-736667751/#variationId=736667759,https://i.otto.de/i/otto/28526053?$001PICT36$,"""LEGO?? Wear T-Shirt ??M-72639?? """"Motiv mit 3 Ninjas""""""",1,0,m,otto,121,0,21,137,86,154,85,54,#2e8b57,Seegruen,seagreen,gruen,46,139,87,146,67,55,0.25
3031,https://www.otto.de/p/lego-wear-t-shirt-m-72639-motiv-mit-3-ninjas-736667751/#variationId=736667759,https://i.otto.de/i/otto/28526053?$001PICT36$,"""LEGO?? Wear T-Shirt ??M-72639?? """"Motiv mit 3 Ninjas""""""",1,0,m,otto,35,1,7,76,132,207,95,52,#483d8b,dunkles Schieferblau,darkslateblue,lila,72,61,139,248,56,55,0.5
3032,https://www.otto.de/p/lego-wear-t-shirt-tanya-605-lego-friends-motiv-736668075/#variationId=736668081,https://i.otto.de/i/otto/28526078?$001PICT36$,"""LEGO?? Wear T-Shirt ??TANYA 605?? """"LEGO friends Motiv""""""",1,0,f,otto,41,0,81,72,75,340,11,32,#696969,Dunkelgrau,dimgrey,grau,105,105,105,0,0,41,0.5
3032,https://www.otto.de/p/lego-wear-t-shirt-tanya-605-lego-friends-motiv-736668075/#variationId=736668081,https://i.otto.de/i/otto/28526078?$001PICT36$,"""LEGO?? Wear T-Shirt ??TANYA 605?? """"LEGO friends Motiv""""""",1,0,f,otto,124,1,208,192,197,341,8,82,#c0c0c0,Silber,silver,grau,192,192,192,0,0,75,0.5
3033,https://www.otto.de/p/name-it-nitpokemon-ian-oberteil-mit-kurzen-aermeln-667987755/#variationId=667987756,https://i.otto.de/i/otto/24834618?$001PICT36$,name it nitpokemon ian Oberteil mit kurzen Ärmeln,1,0,m,otto,115,0,243,61,53,3,78,95,#ff0000,Rot,red,rot,255,0,0,0,100,100,0.25
3033,https://www.otto.de/p/name-it-nitpokemon-ian-oberteil-mit-kurzen-aermeln-667987755/#variationId=667987756,https://i.otto.de/i/otto/24834618?$001PICT36$,name it nitpokemon ian Oberteil mit kurzen Ärmeln,1,0,m,otto,8,0,33,31,34,280,9,13,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
3033,https://www.otto.de/p/name-it-nitpokemon-ian-oberteil-mit-kurzen-aermeln-667987755/#variationId=667987756,https://i.otto.de/i/otto/24834618?$001PICT36$,name it nitpokemon ian Oberteil mit kurzen Ärmeln,1,0,m,otto,48,1,234,234,244,240,4,96,#f8f8ff,Geisterweiss,ghostwhite,weiss,248,248,255,240,3,100,0.5
3034,https://www.otto.de/p/name-it-aerosmith-oberteil-mit-kurzen-aermeln-668049188/#variationId=668049193,https://i.otto.de/i/otto/24879900?$001PICT36$,name it Aerosmith Oberteil mit kurzen Ärmeln,1,0,m,otto,8,0,24,23,23,0,4,9,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
3034,https://www.otto.de/p/name-it-aerosmith-oberteil-mit-kurzen-aermeln-668049188/#variationId=668049193,https://i.otto.de/i/otto/24879900?$001PICT36$,name it Aerosmith Oberteil mit kurzen Ärmeln,1,0,m,otto,33,0,232,145,128,10,45,91,#e9967a,dunkle Lachsfarbe,darksalmon,rosa,233,150,122,15,48,91,0.25
3034,https://www.otto.de/p/name-it-aerosmith-oberteil-mit-kurzen-aermeln-668049188/#variationId=668049193,https://i.otto.de/i/otto/24879900?$001PICT36$,name it Aerosmith Oberteil mit kurzen Ärmeln,1,0,m,otto,48,1,234,234,244,240,4,96,#f8f8ff,Geisterweiss,ghostwhite,weiss,248,248,255,240,3,100,0.5
3035,https://www.otto.de/p/marc-o-polo-junior-langarmshirt-laessig-feiner-jersey-660847243/#variationId=660847250,https://i.otto.de/i/otto/22705560?$001PICT36$,Marc O'Polo Junior Langarmshirt l??ssig feiner Jersey,1,0,m,otto,8,0,12,4,9,323,67,5,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.5
3035,https://www.otto.de/p/marc-o-polo-junior-langarmshirt-laessig-feiner-jersey-660847243/#variationId=660847250,https://i.otto.de/i/otto/22705560?$001PICT36$,Marc O'Polo Junior Langarmshirt l??ssig feiner Jersey,1,0,m,otto,8,1,44,42,44,300,5,17,#000000,Schwarz,black,schwarz,0,0,0,0,0,0,0.25
3035,https://www.otto.de/p/marc-o-polo-junior-langarmshirt-laessig-feiner-jersey-660847243/#variationId=660847250,https://i.otto.de/i/otto/22705560?$001PICT36$,Marc O'Polo Junior Langarmshirt l??ssig feiner Jersey,1,0,m,otto,69,1,204,203,203,0,0,80,#d3d3d3,Hellgrau,lightgray,grau,211,211,211,0,0,83,0.25
3036,https://www.otto.de/p/trolls-traegertop-mit-rueschen-an-den-aermeln-602899417/#variationId=602900758,https://i.otto.de/i/otto/20089448?$001PICT36$,Trolls Tr??gertop mit R??schen an den Ärmeln,1,0,f,otto,107,0,186,91,128,337,51,73,#db7093,blasses Violettrot,palevioletred,rosa,219,112,147,340,49,86,0.25
3036,https://www.otto.de/p/trolls-traegertop-mit-rueschen-an-den-aermeln-602899417/#variationId=602900758,https://i.otto.de/i/otto/20089448?$001PICT36$,Trolls Tr??gertop mit R??schen an den Ärmeln,1,0,f,otto,127,0,91,119,151,212,40,59,#708090,Schiefergrau,slategrey,grau,112,128,144,210,22,56,0.25
